game_id,season,week,game_type,gameday,away_team,home_team,away_score,home_score,result,total,spread_line,total_line,n_plays
2020_17_TEN_HOU,2020,17,REG,2021-01-03,TEN,HOU,41,38,-3,79,-7.0,55.5,184
2020_17_JAX_IND,2020,17,REG,2021-01-03,JAX,IND,14,28,14,42,15.5,48.0,170
2020_17_LAC_KC,2020,17,REG,2021-01-03,LAC,KC,38,21,-17,59,-7.0,43.0,154
2020_17_ARI_LA,2020,17,REG,2021-01-03,ARI,LA,7,18,11,25,1.0,42.0,169
2020_17_SEA_SF,2020,17,REG,2021-01-03,SEA,SF,26,23,-3,49,-7.0,45.0,175
2020_17_WAS_PHI,2020,17,REG,2021-01-03,WAS,PHI,20,14,-6,34,-6.5,43.5,172
2020_18_IND_BUF,2020,18,WC,2021-01-09,IND,BUF,24,27,3,51,7.0,50.5,176
2020_18_LA_SEA,2020,18,WC,2021-01-09,LA,SEA,30,20,-10,50,3.0,42.0,187
2020_18_TB_WAS,2020,18,WC,2021-01-09,TB,WAS,31,23,-8,54,-10.0,45.0,188
2020_18_BAL_TEN,2020,18,WC,2021-01-10,BAL,TEN,20,13,-7,33,-3.5,53.0,152
2020_18_CHI_NO,2020,18,WC,2021-01-10,CHI,NO,9,21,12,30,11.0,48.0,171
2020_18_CLE_PIT,2020,18,WC,2021-01-10,CLE,PIT,48,37,-11,85,5.0,47.5,206
2020_19_LA_GB,2020,19,DIV,2021-01-16,LA,GB,18,32,14,50,7.0,45.0,165
2020_19_BAL_BUF,2020,19,DIV,2021-01-16,BAL,BUF,3,17,14,20,2.5,50.0,174
2020_19_CLE_KC,2020,19,DIV,2021-01-17,CLE,KC,17,22,5,39,7.5,55.5,164
2020_19_TB_NO,2020,19,DIV,2021-01-17,TB,NO,30,20,-10,50,2.5,53.0,177
2020_20_TB_GB,2020,20,CON,2021-01-24,TB,GB,31,26,-5,57,3.0,53.0,177
2020_20_BUF_KC,2020,20,CON,2021-01-24,BUF,KC,24,38,14,62,3.0,54.5,180
2020_21_KC_TB,2020,21,SB,2021-02-07,KC,TB,9,31,22,40,-3.0,55.0,182
2021_01_DAL_TB,2021,1,REG,2021-09-09,DAL,TB,29,31,2,60,10.0,52.5,201
2021_01_PHI_ATL,2021,1,REG,2021-09-12,PHI,ATL,32,6,-26,38,3.5,49.0,189
2021_01_PIT_BUF,2021,1,REG,2021-09-12,PIT,BUF,23,16,-7,39,6.5,48.0,187
2021_01_NYJ_CAR,2021,1,REG,2021-09-12,NYJ,CAR,14,19,5,33,3.5,44.5,173
2021_01_MIN_CIN,2021,1,REG,2021-09-12,MIN,CIN,24,27,3,51,-3.0,47.0,209
2021_01_SF_DET,2021,1,REG,2021-09-12,SF,DET,41,33,-8,74,-9.5,46.0,192
2021_01_JAX_HOU,2021,1,REG,2021-09-12,JAX,HOU,21,37,16,58,-3.5,45.5,204
2021_01_SEA_IND,2021,1,REG,2021-09-12,SEA,IND,28,16,-12,44,-3.0,49.0,167
2021_01_ARI_TEN,2021,1,REG,2021-09-12,ARI,TEN,38,13,-25,51,2.5,54.0,180
2021_01_LAC_WAS,2021,1,REG,2021-09-12,LAC,WAS,20,16,-4,36,2.5,45.5,176
2021_01_CLE_KC,2021,1,REG,2021-09-12,CLE,KC,29,33,4,62,5.5,54.5,163
2021_01_MIA_NE,2021,1,REG,2021-09-12,MIA,NE,17,16,-1,33,3.5,43.5,162
2021_01_GB_NO,2021,1,REG,2021-09-12,GB,NO,3,38,35,41,-4.0,49.0,154
2021_01_DEN_NYG,2021,1,REG,2021-09-12,DEN,NYG,27,13,-14,40,-3.0,41.5,157
2021_01_CHI_LA,2021,1,REG,2021-09-12,CHI,LA,14,34,20,48,9.5,46.0,153
2021_01_BAL_LV,2021,1,REG,2021-09-13,BAL,LV,27,33,6,60,-3.0,50.5,211
2021_02_NYG_WAS,2021,2,REG,2021-09-16,NYG,WAS,29,30,1,59,4.0,42.0,199
2021_02_NO_CAR,2021,2,REG,2021-09-19,NO,CAR,7,26,19,33,-3.0,45.0,166
2021_02_CIN_CHI,2021,2,REG,2021-09-19,CIN,CHI,17,20,3,37,2.0,44.5,158
2021_02_HOU_CLE,2021,2,REG,2021-09-19,HOU,CLE,21,31,10,52,13.5,48.5,161
2021_02_LA_IND,2021,2,REG,2021-09-19,LA,IND,27,24,-3,51,-4.0,48.0,166
2021_02_DEN_JAX,2021,2,REG,2021-09-19,DEN,JAX,23,13,-10,36,-6.0,45.0,172
2021_02_BUF_MIA,2021,2,REG,2021-09-19,BUF,MIA,35,0,-35,35,-3.5,48.0,178
2021_02_NE_NYJ,2021,2,REG,2021-09-19,NE,NYJ,25,6,-19,31,-5.5,43.0,169
2021_02_SF_PHI,2021,2,REG,2021-09-19,SF,PHI,17,11,-6,28,-3.0,49.0,162
2021_02_LV_PIT,2021,2,REG,2021-09-19,LV,PIT,26,17,-9,43,5.5,46.5,168
2021_02_MIN_ARI,2021,2,REG,2021-09-19,MIN,ARI,33,34,1,67,4.0,51.0,176
2021_02_ATL_TB,2021,2,REG,2021-09-19,ATL,TB,25,48,23,73,13.5,52.0,180
2021_02_DAL_LAC,2021,2,REG,2021-09-19,DAL,LAC,20,17,-3,37,3.0,55.0,170
2021_02_TEN_SEA,2021,2,REG,2021-09-19,TEN,SEA,33,30,-3,63,6.5,53.5,197
2021_02_KC_BAL,2021,2,REG,2021-09-19,KC,BAL,35,36,1,71,-3.5,53.5,169
2021_02_DET_GB,2021,2,REG,2021-09-20,DET,GB,17,35,18,52,11.5,49.5,162
2021_03_CAR_HOU,2021,3,REG,2021-09-23,CAR,HOU,24,9,-15,33,-8.0,43.0,168
2021_03_WAS_BUF,2021,3,REG,2021-09-26,WAS,BUF,21,43,22,64,7.5,45.5,174
2021_03_CHI_CLE,2021,3,REG,2021-09-26,CHI,CLE,6,26,20,32,7.5,45.0,166
2021_03_BAL_DET,2021,3,REG,2021-09-26,BAL,DET,19,17,-2,36,-7.5,51.0,164
2021_03_ARI_JAX,2021,3,REG,2021-09-26,ARI,JAX,31,19,-12,50,-8.0,51.5,181
2021_03_LAC_KC,2021,3,REG,2021-09-26,LAC,KC,30,24,-6,54,6.5,55.0,185
2021_03_NO_NE,2021,3,REG,2021-09-26,NO,NE,28,13,-15,41,3.0,44.0,181
2021_03_ATL_NYG,2021,3,REG,2021-09-26,ATL,NYG,17,14,-3,31,3.0,48.0,169
2021_03_CIN_PIT,2021,3,REG,2021-09-26,CIN,PIT,24,10,-14,34,2.5,42.5,175
2021_03_IND_TEN,2021,3,REG,2021-09-26,IND,TEN,16,25,9,41,4.5,47.0,165
2021_03_NYJ_DEN,2021,3,REG,2021-09-26,NYJ,DEN,0,26,26,26,10.5,42.0,158
2021_03_MIA_LV,2021,3,REG,2021-09-26,MIA,LV,28,31,3,59,4.0,45.0,224
2021_03_TB_LA,2021,3,REG,2021-09-26,TB,LA,24,34,10,58,-1.0,55.0,184
2021_03_SEA_MIN,2021,3,REG,2021-09-26,SEA,MIN,17,30,13,47,-2.0,53.5,167
2021_03_GB_SF,2021,3,REG,2021-09-26,GB,SF,30,28,-2,58,3.5,50.5,176
2021_03_PHI_DAL,2021,3,REG,2021-09-27,PHI,DAL,21,41,20,62,3.5,51.5,174
2021_04_JAX_CIN,2021,4,REG,2021-09-30,JAX,CIN,21,24,3,45,7.5,46.0,155
2021_04_WAS_ATL,2021,4,REG,2021-10-03,WAS,ATL,34,30,-4,64,-1.0,47.5,188
2021_04_HOU_BUF,2021,4,REG,2021-10-03,HOU,BUF,0,40,40,40,19.0,47.5,155
2021_04_DET_CHI,2021,4,REG,2021-10-03,DET,CHI,14,24,10,38,3.0,42.0,163
2021_04_CAR_DAL,2021,4,REG,2021-10-03,CAR,DAL,28,36,8,64,4.5,51.5,176
2021_04_IND_MIA,2021,4,REG,2021-10-03,IND,MIA,27,17,-10,44,2.5,41.5,168
2021_04_CLE_MIN,2021,4,REG,2021-10-03,CLE,MIN,14,7,-7,21,-1.0,52.0,187
2021_04_NYG_NO,2021,4,REG,2021-10-03,NYG,NO,27,21,-6,48,7.5,43.0,173
2021_04_TEN_NYJ,2021,4,REG,2021-10-03,TEN,NYJ,24,27,3,51,-5.5,44.5,217
2021_04_KC_PHI,2021,4,REG,2021-10-03,KC,PHI,42,30,-12,72,-7.5,53.5,185
2021_04_ARI_LA,2021,4,REG,2021-10-03,ARI,LA,37,20,-17,57,3.5,53.5,190
2021_04_SEA_SF,2021,4,REG,2021-10-03,SEA,SF,28,21,-7,49,2.5,52.0,178
2021_04_BAL_DEN,2021,4,REG,2021-10-03,BAL,DEN,23,7,-16,30,1.0,44.0,179
2021_04_PIT_GB,2021,4,REG,2021-10-03,PIT,GB,17,27,10,44,6.5,45.0,172
2021_04_TB_NE,2021,4,REG,2021-10-03,TB,NE,19,17,-2,36,-6.0,49.5,181
2021_04_LV_LAC,2021,4,REG,2021-10-04,LV,LAC,14,28,14,42,3.0,52.0,180
2021_05_LA_SEA,2021,5,REG,2021-10-07,LA,SEA,26,17,-9,43,-2.5,53.5,178
2021_05_NYJ_ATL,2021,5,REG,2021-10-10,NYJ,ATL,20,27,7,47,3.0,45.5,172
2021_05_PHI_CAR,2021,5,REG,2021-10-10,PHI,CAR,21,18,-3,39,2.5,46.0,185
2021_05_GB_CIN,2021,5,REG,2021-10-10,GB,CIN,25,22,-3,47,-2.0,50.0,179
2021_05_NE_HOU,2021,5,REG,2021-10-10,NE,HOU,25,22,-3,47,-8.0,39.5,167
2021_05_TEN_JAX,2021,5,REG,2021-10-10,TEN,JAX,37,19,-18,56,-4.0,49.0,177
2021_05_DET_MIN,2021,5,REG,2021-10-10,DET,MIN,17,19,2,36,10.0,49.5,175
2021_05_DEN_PIT,2021,5,REG,2021-10-10,DEN,PIT,19,27,8,46,-2.0,40.0,170
2021_05_MIA_TB,2021,5,REG,2021-10-10,MIA,TB,17,45,28,62,11.0,48.0,169
2021_05_NO_WAS,2021,5,REG,2021-10-10,NO,WAS,33,22,-11,55,-2.5,43.5,185
2021_05_CLE_LAC,2021,5,REG,2021-10-10,CLE,LAC,42,47,5,89,2.5,46.5,195
2021_05_CHI_LV,2021,5,REG,2021-10-10,CHI,LV,20,9,-11,29,5.5,46.0,172
2021_05_SF_ARI,2021,5,REG,2021-10-10,SF,ARI,10,17,7,27,6.0,48.5,160
2021_05_NYG_DAL,2021,5,REG,2021-10-10,NYG,DAL,20,44,24,64,7.5,53.0,190
2021_05_BUF_KC,2021,5,REG,2021-10-10,BUF,KC,38,20,-18,58,2.5,57.0,191
2021_05_IND_BAL,2021,5,REG,2021-10-11,IND,BAL,25,31,6,56,7.5,46.5,184
2021_06_TB_PHI,2021,6,REG,2021-10-14,TB,PHI,28,22,-6,50,-7.0,53.0,165
2021_06_MIA_JAX,2021,6,REG,2021-10-17,MIA,JAX,20,23,3,43,-2.5,47.5,185
2021_06_LAC_BAL,2021,6,REG,2021-10-17,LAC,BAL,6,34,28,40,3.0,50.5,156
2021_06_MIN_CAR,2021,6,REG,2021-10-17,MIN,CAR,34,28,-6,62,-2.5,45.5,219
2021_06_GB_CHI,2021,6,REG,2021-10-17,GB,CHI,24,14,-10,38,-5.5,44.0,158
2021_06_CIN_DET,2021,6,REG,2021-10-17,CIN,DET,34,11,-23,45,-3.5,46.5,179
2021_06_HOU_IND,2021,6,REG,2021-10-17,HOU,IND,3,31,28,34,10.5,43.5,160
2021_06_LA_NYG,2021,6,REG,2021-10-17,LA,NYG,38,11,-27,49,-7.5,49.5,186
2021_06_KC_WAS,2021,6,REG,2021-10-17,KC,WAS,31,13,-18,44,-6.0,54.0,178
2021_06_ARI_CLE,2021,6,REG,2021-10-17,ARI,CLE,37,14,-23,51,3.0,48.0,171
2021_06_LV_DEN,2021,6,REG,2021-10-17,LV,DEN,34,24,-10,58,5.0,45.5,179
2021_06_DAL_NE,2021,6,REG,2021-10-17,DAL,NE,35,29,-6,64,-3.5,50.5,191
2021_06_SEA_PIT,2021,6,REG,2021-10-17,SEA,PIT,20,23,3,43,5.5,43.0,192
2021_06_BUF_TEN,2021,6,REG,2021-10-18,BUF,TEN,31,34,3,65,-6.0,53.5,172
2021_07_DEN_CLE,2021,7,REG,2021-10-21,DEN,CLE,14,17,3,31,2.0,40.5,156
2021_07_CIN_BAL,2021,7,REG,2021-10-24,CIN,BAL,41,17,-24,58,6.5,45.5,182
2021_07_WAS_GB,2021,7,REG,2021-10-24,WAS,GB,10,24,14,34,8.5,48.0,160
2021_07_ATL_MIA,2021,7,REG,2021-10-24,ATL,MIA,30,28,-2,58,-1.5,48.5,179
2021_07_NYJ_NE,2021,7,REG,2021-10-24,NYJ,NE,13,54,41,67,7.0,43.0,180
2021_07_CAR_NYG,2021,7,REG,2021-10-24,CAR,NYG,3,25,22,28,-3.0,42.5,173
2021_07_KC_TEN,2021,7,REG,2021-10-24,KC,TEN,3,27,24,30,-4.0,57.5,175
2021_07_DET_LA,2021,7,REG,2021-10-24,DET,LA,19,28,9,47,17.0,51.0,176
2021_07_PHI_LV,2021,7,REG,2021-10-24,PHI,LV,22,33,11,55,1.0,48.0,175
2021_07_HOU_ARI,2021,7,REG,2021-10-24,HOU,ARI,5,31,26,36,20.5,47.0,165
2021_07_CHI_TB,2021,7,REG,2021-10-24,CHI,TB,3,38,35,41,12.5,47.0,175
2021_07_IND_SF,2021,7,REG,2021-10-24,IND,SF,30,18,-12,48,3.5,41.5,166
2021_07_NO_SEA,2021,7,REG,2021-10-25,NO,SEA,13,10,-3,23,-6.0,42.0,173
2021_08_GB_ARI,2021,8,REG,2021-10-28,GB,ARI,24,21,-3,45,6.5,51.0,172
2021_08_CAR_ATL,2021,8,REG,2021-10-31,CAR,ATL,19,13,-6,32,2.5,47.0,171
2021_08_MIA_BUF,2021,8,REG,2021-10-31,MIA,BUF,11,26,15,37,15.0,48.5,185
2021_08_SF_CHI,2021,8,REG,2021-10-31,SF,CHI,33,22,-11,55,-4.5,40.0,167
2021_08_PIT_CLE,2021,8,REG,2021-10-31,PIT,CLE,15,10,-5,25,5.5,43.0,170
2021_08_PHI_DET,2021,8,REG,2021-10-31,PHI,DET,44,6,-38,50,-3.0,48.5,165
2021_08_LA_HOU,2021,8,REG,2021-10-31,LA,HOU,38,22,-16,60,-17.0,47.0,176
2021_08_TEN_IND,2021,8,REG,2021-10-31,TEN,IND,34,31,-3,65,3.0,51.0,204
2021_08_CIN_NYJ,2021,8,REG,2021-10-31,CIN,NYJ,31,34,3,65,-11.5,43.5,187
2021_08_NE_LAC,2021,8,REG,2021-10-31,NE,LAC,27,24,-3,51,3.5,50.5,181
2021_08_JAX_SEA,2021,8,REG,2021-10-31,JAX,SEA,7,31,24,38,4.0,44.0,172
2021_08_WAS_DEN,2021,8,REG,2021-10-31,WAS,DEN,10,17,7,27,4.0,45.0,157
2021_08_TB_NO,2021,8,REG,2021-10-31,TB,NO,27,36,9,63,-4.0,48.5,181
2021_08_DAL_MIN,2021,8,REG,2021-10-31,DAL,MIN,20,16,-4,36,4.5,49.5,184
2021_08_NYG_KC,2021,8,REG,2021-11-01,NYG,KC,17,20,3,37,10.5,53.0,181
2021_09_NYJ_IND,2021,9,REG,2021-11-04,NYJ,IND,30,45,15,75,10.5,46.0,181
2021_09_MIN_BAL,2021,9,REG,2021-11-07,MIN,BAL,31,34,3,65,7.5,51.0,207
2021_09_NE_CAR,2021,9,REG,2021-11-07,NE,CAR,24,6,-18,30,-3.5,41.5,160
2021_09_CLE_CIN,2021,9,REG,2021-11-07,CLE,CIN,41,16,-25,57,2.5,47.5,167
2021_09_DEN_DAL,2021,9,REG,2021-11-07,DEN,DAL,30,16,-14,46,10.5,50.0,176
2021_09_BUF_JAX,2021,9,REG,2021-11-07,BUF,JAX,6,9,3,15,-14.5,48.0,170
2021_09_HOU_MIA,2021,9,REG,2021-11-07,HOU,MIA,9,17,8,26,4.0,45.0,183
2021_09_ATL_NO,2021,9,REG,2021-11-07,ATL,NO,27,25,-2,52,7.0,43.0,180
2021_09_LV_NYG,2021,9,REG,2021-11-07,LV,NYG,16,23,7,39,-3.0,47.0,165
2021_09_LAC_PHI,2021,9,REG,2021-11-07,LAC,PHI,27,24,-3,51,-1.0,49.5,167
2021_09_GB_KC,2021,9,REG,2021-11-07,GB,KC,7,13,6,20,7.0,48.0,167
2021_09_ARI_SF,2021,9,REG,2021-11-07,ARI,SF,31,17,-14,48,5.5,44.5,170
2021_09_TEN_LA,2021,9,REG,2021-11-07,TEN,LA,28,16,-12,44,7.0,53.5,181
2021_09_CHI_PIT,2021,9,REG,2021-11-08,CHI,PIT,27,29,2,56,7.0,40.0,187
2021_10_BAL_MIA,2021,10,REG,2021-11-11,BAL,MIA,10,22,12,32,-8.5,46.5,193
2021_10_ATL_DAL,2021,10,REG,2021-11-14,ATL,DAL,3,43,40,46,8.0,55.0,169
2021_10_JAX_IND,2021,10,REG,2021-11-14,JAX,IND,17,23,6,40,10.5,47.5,180
2021_10_CLE_NE,2021,10,REG,2021-11-14,CLE,NE,7,45,38,52,2.5,45.5,161
2021_10_BUF_NYJ,2021,10,REG,2021-11-14,BUF,NYJ,45,17,-28,62,-13.0,47.0,174
2021_10_DET_PIT,2021,10,REG,2021-11-14,DET,PIT,16,16,0,32,9.0,43.0,212
2021_10_NO_TEN,2021,10,REG,2021-11-14,NO,TEN,21,23,2,44,3.0,44.0,177
2021_10_TB_WAS,2021,10,REG,2021-11-14,TB,WAS,19,29,10,48,-10.0,51.0,164
2021_10_CAR_ARI,2021,10,REG,2021-11-14,CAR,ARI,34,10,-24,44,7.0,42.0,169
2021_10_MIN_LAC,2021,10,REG,2021-11-14,MIN,LAC,27,20,-7,47,3.0,53.5,180
2021_10_PHI_DEN,2021,10,REG,2021-11-14,PHI,DEN,30,13,-17,43,1.0,44.5,164
2021_10_SEA_GB,2021,10,REG,2021-11-14,SEA,GB,0,17,17,17,3.0,49.5,167
2021_10_KC_LV,2021,10,REG,2021-11-14,KC,LV,41,14,-27,55,-2.5,53.5,174
2021_10_LA_SF,2021,10,REG,2021-11-15,LA,SF,10,31,21,41,-3.5,50.0,161
2021_11_NE_ATL,2021,11,REG,2021-11-18,NE,ATL,25,0,-25,25,-7.0,47.5,156
2021_11_IND_BUF,2021,11,REG,2021-11-21,IND,BUF,41,15,-26,56,7.5,49.5,164
2021_11_WAS_CAR,2021,11,REG,2021-11-21,WAS,CAR,27,21,-6,48,3.5,43.0,163
2021_11_BAL_CHI,2021,11,REG,2021-11-21,BAL,CHI,16,13,-3,29,-5.0,43.0,184
2021_11_DET_CLE,2021,11,REG,2021-11-21,DET,CLE,10,13,3,23,13.0,42.5,161
2021_11_SF_JAX,2021,11,REG,2021-11-21,SF,JAX,30,10,-20,40,-6.5,45.0,151
2021_11_GB_MIN,2021,11,REG,2021-11-21,GB,MIN,31,34,3,65,-1.0,48.0,170
2021_11_MIA_NYJ,2021,11,REG,2021-11-21,MIA,NYJ,24,17,-7,41,-3.5,44.5,177
2021_11_NO_PHI,2021,11,REG,2021-11-21,NO,PHI,29,40,11,69,2.5,42.5,197
2021_11_HOU_TEN,2021,11,REG,2021-11-21,HOU,TEN,22,13,-9,35,10.5,44.5,187
2021_11_CIN_LV,2021,11,REG,2021-11-21,CIN,LV,32,13,-19,45,-1.0,50.5,163
2021_11_DAL_KC,2021,11,REG,2021-11-21,DAL,KC,9,19,10,28,2.5,56.0,176
2021_11_ARI_SEA,2021,11,REG,2021-11-21,ARI,SEA,23,13,-10,36,2.5,46.0,176
2021_11_PIT_LAC,2021,11,REG,2021-11-21,PIT,LAC,37,41,4,78,5.5,47.5,194
2021_11_NYG_TB,2021,11,REG,2021-11-22,NYG,TB,10,30,20,40,11.5,49.5,173
2021_12_CHI_DET,2021,12,REG,2021-11-25,CHI,DET,16,14,-2,30,-2.0,41.5,161
2021_12_LV_DAL,2021,12,REG,2021-11-25,LV,DAL,36,33,-3,69,7.0,51.0,222
2021_12_BUF_NO,2021,12,REG,2021-11-25,BUF,NO,31,6,-25,37,-7.0,45.0,158
2021_12_PIT_CIN,2021,12,REG,2021-11-28,PIT,CIN,10,41,31,51,3.5,43.5,167
2021_12_NYJ_HOU,2021,12,REG,2021-11-28,NYJ,HOU,21,14,-7,35,3.0,44.5,166
2021_12_TB_IND,2021,12,REG,2021-11-28,TB,IND,38,31,-7,69,-3.0,53.0,182
2021_12_ATL_JAX,2021,12,REG,2021-11-28,ATL,JAX,21,14,-7,35,-1.5,46.0,175
2021_12_CAR_MIA,2021,12,REG,2021-11-28,CAR,MIA,10,33,23,43,-1.0,41.0,175
2021_12_TEN_NE,2021,12,REG,2021-11-28,TEN,NE,13,36,23,49,7.5,43.0,163
2021_12_PHI_NYG,2021,12,REG,2021-11-28,PHI,NYG,7,13,6,20,-4.0,45.5,161
2021_12_LAC_DEN,2021,12,REG,2021-11-28,LAC,DEN,13,28,15,41,-2.5,47.5,168
2021_12_LA_GB,2021,12,REG,2021-11-28,LA,GB,28,36,8,64,-2.0,47.0,197
2021_12_MIN_SF,2021,12,REG,2021-11-28,MIN,SF,26,34,8,60,3.5,49.0,166
2021_12_CLE_BAL,2021,12,REG,2021-11-28,CLE,BAL,10,16,6,26,3.0,47.0,178
2021_12_SEA_WAS,2021,12,REG,2021-11-29,SEA,WAS,15,17,2,32,-1.0,47.0,173
2021_13_DAL_NO,2021,13,REG,2021-12-02,DAL,NO,27,17,-10,44,-6.0,46.0,185
2021_13_TB_ATL,2021,13,REG,2021-12-05,TB,ATL,30,17,-13,47,-11.0,51.0,184
2021_13_ARI_CHI,2021,13,REG,2021-12-05,ARI,CHI,33,22,-11,55,-7.5,43.5,173
2021_13_LAC_CIN,2021,13,REG,2021-12-05,LAC,CIN,41,22,-19,63,2.5,49.5,186
2021_13_MIN_DET,2021,13,REG,2021-12-05,MIN,DET,27,29,2,56,-7.0,47.5,195
2021_13_IND_HOU,2021,13,REG,2021-12-05,IND,HOU,31,0,-31,31,-10.0,45.5,163
2021_13_NYG_MIA,2021,13,REG,2021-12-05,NYG,MIA,9,20,11,29,6.5,40.0,179
2021_13_PHI_NYJ,2021,13,REG,2021-12-05,PHI,NYJ,33,18,-15,51,-5.0,44.0,169
2021_13_JAX_LA,2021,13,REG,2021-12-05,JAX,LA,7,37,30,44,14.0,48.0,165
2021_13_WAS_LV,2021,13,REG,2021-12-05,WAS,LV,17,15,-2,32,1.0,47.5,163
2021_13_BAL_PIT,2021,13,REG,2021-12-05,BAL,PIT,19,20,1,39,-4.0,44.0,180
2021_13_SF_SEA,2021,13,REG,2021-12-05,SF,SEA,23,30,7,53,-3.0,44.5,176
2021_13_DEN_KC,2021,13,REG,2021-12-05,DEN,KC,9,22,13,31,8.5,46.5,167
2021_13_NE_BUF,2021,13,REG,2021-12-06,NE,BUF,14,10,-4,24,3.0,40.0,150
2021_14_PIT_MIN,2021,14,REG,2021-12-09,PIT,MIN,28,36,8,64,3.5,45.0,194
2021_14_ATL_CAR,2021,14,REG,2021-12-12,ATL,CAR,29,21,-8,50,2.5,41.0,170
2021_14_BAL_CLE,2021,14,REG,2021-12-12,BAL,CLE,22,24,2,46,3.0,44.0,182
2021_14_SEA_HOU,2021,14,REG,2021-12-12,SEA,HOU,33,13,-20,46,-10.0,40.5,189
2021_14_LV_KC,2021,14,REG,2021-12-12,LV,KC,9,48,39,57,10.0,48.0,165
2021_14_NO_NYJ,2021,14,REG,2021-12-12,NO,NYJ,30,9,-21,39,-4.5,42.0,180
2021_14_JAX_TEN,2021,14,REG,2021-12-12,JAX,TEN,0,20,20,20,8.5,44.5,160
2021_14_DAL_WAS,2021,14,REG,2021-12-12,DAL,WAS,27,20,-7,47,-6.5,48.0,198
2021_14_DET_DEN,2021,14,REG,2021-12-12,DET,DEN,10,38,28,48,13.0,42.0,167
2021_14_NYG_LAC,2021,14,REG,2021-12-12,NYG,LAC,21,37,16,58,9.5,44.0,186
2021_14_SF_CIN,2021,14,REG,2021-12-12,SF,CIN,26,23,-3,49,-2.5,49.0,193
2021_14_BUF_TB,2021,14,REG,2021-12-12,BUF,TB,27,33,6,60,3.5,52.5,213
2021_14_CHI_GB,2021,14,REG,2021-12-12,CHI,GB,30,45,15,75,11.5,43.0,179
2021_14_LA_ARI,2021,14,REG,2021-12-13,LA,ARI,30,23,-7,53,3.0,51.0,184
2021_15_KC_LAC,2021,15,REG,2021-12-16,KC,LAC,34,28,-6,62,-3.0,54.0,185
2021_15_NE_IND,2021,15,REG,2021-12-18,NE,IND,17,27,10,44,-1.0,46.0,162
2021_15_CAR_BUF,2021,15,REG,2021-12-19,CAR,BUF,14,31,17,45,14.0,43.0,187
2021_15_ARI_DET,2021,15,REG,2021-12-19,ARI,DET,12,30,18,42,-13.0,48.0,182
2021_15_HOU_JAX,2021,15,REG,2021-12-19,HOU,JAX,30,16,-14,46,6.0,40.0,178
2021_15_NYJ_MIA,2021,15,REG,2021-12-19,NYJ,MIA,24,31,7,55,10.5,42.0,172
2021_15_DAL_NYG,2021,15,REG,2021-12-19,DAL,NYG,21,6,-15,27,-11.5,43.0,177
2021_15_TEN_PIT,2021,15,REG,2021-12-19,TEN,PIT,13,19,6,32,1.0,44.0,175
2021_15_CIN_DEN,2021,15,REG,2021-12-19,CIN,DEN,15,10,-5,25,3.0,45.0,172
2021_15_ATL_SF,2021,15,REG,2021-12-19,ATL,SF,13,31,18,44,9.5,48.0,158
2021_15_GB_BAL,2021,15,REG,2021-12-19,GB,BAL,31,30,-1,61,-9.5,45.5,175
2021_15_NO_TB,2021,15,REG,2021-12-19,NO,TB,9,0,-9,9,11.5,45.5,177
2021_15_LV_CLE,2021,15,REG,2021-12-20,LV,CLE,16,14,-2,30,-3.0,41.0,169
2021_15_MIN_CHI,2021,15,REG,2021-12-20,MIN,CHI,17,9,-8,26,-7.0,48.0,175
2021_15_SEA_LA,2021,15,REG,2021-12-21,SEA,LA,10,20,10,30,7.5,47.0,163
2021_15_WAS_PHI,2021,15,REG,2021-12-21,WAS,PHI,17,27,10,44,10.0,39.5,166
2021_16_SF_TEN,2021,16,REG,2021-12-23,SF,TEN,17,20,3,37,-3.5,45.5,159
2021_16_CLE_GB,2021,16,REG,2021-12-25,CLE,GB,22,24,2,46,7.5,46.5,162
2021_16_IND_ARI,2021,16,REG,2021-12-25,IND,ARI,22,16,-6,38,3.0,48.0,177
2021_16_DET_ATL,2021,16,REG,2021-12-26,DET,ATL,16,20,4,36,7.5,42.5,154
2021_16_TB_CAR,2021,16,REG,2021-12-26,TB,CAR,32,6,-26,38,-11.5,44.5,184
2021_16_BAL_CIN,2021,16,REG,2021-12-26,BAL,CIN,21,41,20,62,7.5,43.0,176
2021_16_LAC_HOU,2021,16,REG,2021-12-26,LAC,HOU,29,41,12,70,-13.5,46.0,170
2021_16_LA_MIN,2021,16,REG,2021-12-26,LA,MIN,30,23,-7,53,-3.5,48.5,179
2021_16_BUF_NE,2021,16,REG,2021-12-26,BUF,NE,33,21,-12,54,1.0,43.5,179
2021_16_JAX_NYJ,2021,16,REG,2021-12-26,JAX,NYJ,21,26,5,47,2.5,42.5,173
2021_16_NYG_PHI,2021,16,REG,2021-12-26,NYG,PHI,10,34,24,44,11.0,41.0,189
2021_16_CHI_SEA,2021,16,REG,2021-12-26,CHI,SEA,25,24,-1,49,7.0,41.0,170
2021_16_PIT_KC,2021,16,REG,2021-12-26,PIT,KC,10,36,26,46,10.5,44.0,183
2021_16_DEN_LV,2021,16,REG,2021-12-26,DEN,LV,13,17,4,30,-1.0,42.0,142
2021_16_WAS_DAL,2021,16,REG,2021-12-26,WAS,DAL,14,56,42,70,10.5,45.5,173
2021_16_MIA_NO,2021,16,REG,2021-12-27,MIA,NO,20,3,-17,23,-3.0,37.5,158
